,language,countries,endangerment,speakers,latitude,longitude
371,Embera (Panama),Panama,Vulnerable,22485,8.1179,-77.7429
372,Ediamat,Guinea-Bissau,Vulnerable,22025,12.2621,-16.5289
373,Mara,India,Definitely endangered,22000,23.5237,92.9003
374,Maring,India,Vulnerable,22000,24.6769,94.3835
375,Polci cluster,Nigeria,Definitely endangered,22000,9.9742,9.3328
376,Sarikoli,China,Definitely endangered,22000,37.9463,75.1272
377,Krongo,Sudan,Definitely endangered,21688,10.585,29.8883
378,Ashtiani,Iran (Islamic Republic of),Definitely endangered,21000,34.4861,51.0562
379,Khunsari,Iran (Islamic Republic of),Definitely endangered,21000,32.8795,51.6796
380,Semnani,Iran (Islamic Republic of),Definitely endangered,21000,34.8679,53.4924
381,Plains Cree,Canada,Vulnerable,20933,56.3544,-113.8345
382,Higher Reservoir Mazatec,Mexico,Vulnerable,20665,18.158,-96.7045
383,Chilchotla Mazatec,Mexico,Vulnerable,20585,18.2934,-96.7029
384,"Zapotec of the Valleys, middle northwest",Mexico,Definitely endangered,20448,17.05,-96.6333
385,Aluo,China,Definitely endangered,20000,25.9368,102.1839
386,Bangni,India,Vulnerable,20000,28.0331,93.0651
387,Bru,Thailand,Definitely endangered,20000,15.3174,105.4938
388,Cho-ca-nga-ca-kha,Bhutan,Definitely endangered,20000,27.4107,91.2277
389,Crimean Tatar (Dobruja),"Bulgaria, Romania",Severely endangered,20000,43.9414,28.3062
390,Dhimal,Nepal,Severely endangered,20000,26.6192,87.4635
391,Griko (Salento),Italy,Severely endangered,20000,40.1578,18.2208
392,Kaiowá Guarani,Brazil,Vulnerable,20000,-21.5812,-55.0759
393,Karelian (Karelia),"Finland, Russian Federation",Definitely endangered,20000,63.0474,33.4616
394,Khoirao,India,Vulnerable,20000,25.2198,94.1583
395,Manchad,India,Vulnerable,20000,32.6578,77.5415
396,Mariupolitan Greek,Ukraine,Severely endangered,20000,47.1364,37.5444
397,Padam,India,Vulnerable,20000,28.2463,95.3668
398,Pemon (Venezuela),"Guyana, Venezuela (Bolivarian Republic of)",Vulnerable,20000,5.1347,-61.853
399,Tacenwit,Algeria,Vulnerable,20000,36.5703,2.2892
400,Tangwang,China,Definitely endangered,20000,35.7643,102.8979
401,Western Neo-Aramaic,Syrian Arab Republic,Definitely endangered,20000,33.8339,36.5405
402,Yaghnobi,Tajikistan,Definitely endangered,20000,38.5632,68.4475
403,Yaw,Myanmar,Definitely endangered,20000,21.6,94.8333
404,Yeyi,Botswana,Definitely endangered,20000,-19.4562,23.2031
406,Sorbian,Germany,Definitely endangered,19500,51.5001,14.4744
407,Biete,India,Definitely endangered,19000,25.6514,93.2409
408,Hrangkhol,India,Vulnerable,19000,24.1467,92.3071
409,Terena,Brazil,Severely endangered,19000,-20.2841,-55.4638
410,Kati,"Pakistan, Afghanistan",Definitely endangered,18700,35.3845,71.3177
411,Kulung,Nepal,Vulnerable,18686,27.518,86.9375
412,Kaingang,Brazil,Definitely endangered,18500,-28.1495,-52.4707
413,Lowland Mazatec,Mexico,Vulnerable,18389,18.0801,-96.5236
414,Vafsi,Iran (Islamic Republic of),Definitely endangered,18000,34.0867,49.8861
415,Bassari,Senegal,Vulnerable,17910,12.4419,-12.6617
416,Bayot,Senegal,Vulnerable,17150,12.4218,-16.4149
417,Pochuri,India,Vulnerable,17000,25.6712,94.779
418,Tamahaq (Libya),Libyan Arab Jamahiriya,Definitely endangered,17000,24.9611,10.1733
419,Swampy Cree,Canada,Vulnerable,16685,53.9849,-97.7626
420,Koraga,India,Critically endangered,16665,11.6952,75.6738
421,Oyda,Ethiopia,Vulnerable,16597,5.9438,36.6503
422,Pangvali,India,Critically endangered,16285,33.4589,76.9152
423,Shipibo-Conibo,Peru,Definitely endangered,16085,-8.4289,-74.6411
424,Amba,Uganda,Vulnerable,16000,0.6737,30.198
425,Tsez,Russian Federation,Definitely endangered,15356,42.2376,45.8734
426,Bonan,China,Definitely endangered,15000,36.089,102.843
427,Chrau,Viet Nam,Definitely endangered,15000,10.5634,107.1496
428,Dari,Iran (Islamic Republic of),Definitely endangered,15000,31.8402,54.1625
429,Dzala,Bhutan,Vulnerable,15000,27.7078,91.3623
430,Ersu,China,Definitely endangered,15000,28.7778,102.1277
431,Gangte,India,Definitely endangered,15000,24.1968,93.587
432,Gurdu-Mbaaru,Nigeria,Severely endangered,15000,9.7415,10.4534
433,Ha-lung Tibetan,Nepal,Definitely endangered,15000,27.6831,87.8256
434,Hlersu,China,Vulnerable,15000,24.3789,102.046
435,Juk,Lao People's Democratic Republic,Definitely endangered,15000,15.3333,106.85
436,Kwama,Ethiopia,Vulnerable,15000,9.5465,34.2059
437,Laemae,China,Severely endangered,15000,26.4179,98.7758
438,Lavua,Thailand,Definitely endangered,15000,18.4483,98.1848
439,Macushi (Brazil),Brazil,Vulnerable,15000,3.7765,-61.1279
440,Nahali,India,Definitely endangered,15000,21.4735,74.0258
441,Naluo,China,Vulnerable,15000,26.5895,100.8506
442,Nyoe,Thailand,Definitely endangered,15000,14.9102,104.6049
443,O'odham (Akimel),United States of America,Definitely endangered,15000,33.059,-112.0479
444,O'odham (Tohono),United States of America,Definitely endangered,15000,31.9186,-111.8798
445,Paiwan,China,Vulnerable,15000,22.4313,120.7809
446,Rao,China,Definitely endangered,15000,25.871,107.0476
447,Semai,Malaysia,Severely endangered,15000,4.3039,101.445
448,Shatt,Sudan,Severely endangered,15000,10.8117,29.7235
449,Siwi,Egypt,Definitely endangered,15000,29.1905,25.5322
450,Tagargrent,Algeria,Severely endangered,15000,30.9587,4.0209
451,Tayurayt,Algeria,Vulnerable,15000,36.5648,1.9061
452,Totoli,Indonesia,Vulnerable,15000,0.8953,120.2838
453,Aruaco,Colombia,Vulnerable,14799,10.0986,-73.5424
454,Yakkha,Nepal,Critically endangered,14648,27.1908,87.3358
455,Kuruba,India,Critically endangered,14613,11.4369,76.3549
456,Tuamotuan,French Polynesia (France),Definitely endangered,14400,-14.9354,-147.7455
457,Katla,Sudan,Definitely endangered,14208,11.7329,29.3939
458,Garífuna (Belize),Belize,Vulnerable,14061,17.1833,-88.5833
459,Thulung,Nepal,Definitely endangered,14034,27.4534,86.6423
460,Bawm,"Bangladesh, India",Definitely endangered,14000,22.1874,92.6477
461,Guajajara,Brazil,Vulnerable,14000,-4.8282,-46.8017
462,Niuean,Niue,Definitely endangered,14000,-19.0491,-169.8706
463,Uhunduni,Indonesia,Vulnerable,14000,-4.2054,137.031
464,Gusilay,Senegal,Vulnerable,13950,12.7019,-16.4382
465,Xavante,Brazil,Vulnerable,13303,-14.4832,-53.5305
466,Dondo,Indonesia,Vulnerable,13000,0.747,120.4266
467,Khampti,India,Vulnerable,13000,27.8827,96.5093
468,Nalu,Guinea,Definitely endangered,13000,10.9523,-14.7629
469,Tagoi,Sudan,Severely endangered,13000,10.8252,30.1657
470,Karko,Sudan,Definitely endangered,12986,11.964,29.4186
471,San Mateo del Mar Huave,Mexico,Vulnerable,12667,16.2,-94.9833
472,Q'eqchi' (Belize),Belize,Vulnerable,12366,16.8107,-88.3999
473,Kadaru,Sudan,Definitely endangered,12360,12.1789,30.2398
474,Mazatlán Mazatec,Mexico,Vulnerable,12340,18.033,-96.8999
475,Badiaranke,Guinea,Severely endangered,12205,12.4043,-13.5736
476,Alune,Indonesia,Vulnerable,12000,-3.0637,128.3752
477,Bangani,India,Critically endangered,12000,29.8692,79.0686
478,Chamalal,Russian Federation,Definitely endangered,12000,42.5712,46.0739
479,Chru,Viet Nam,Vulnerable,12000,11.4666,109.05
480,Hill Miri,India,Definitely endangered,12000,27.7078,94.0374
481,Jinuo,China,Definitely endangered,12000,21.4758,101.3111
482,Muya,China,Vulnerable,12000,30.2593,101.7497
483,Samei,China,Severely endangered,12000,25.0756,103.0133
484,Tajio,Indonesia,Vulnerable,12000,-0.0954,120.0173
485,Tobada',Indonesia,Extinct,12000,-2.019,119.4708
486,Yurt Tatar,Russian Federation,Definitely endangered,12000,46.3943,48.3288
487,Yaqui (Mexico),Mexico,Vulnerable,11806,27.6436,-110.296
488,Ch'orti' (Guatemala),Guatemala,Definitely endangered,11734,14.968,-89.2905
489,Filomeno Mata Totonac,Mexico,Vulnerable,11710,20.198,-97.7022
490,Northern Totonac,Mexico,Critically endangered,11529,20.2741,-97.955
491,Komo,"Ethiopia, Sudan",Definitely endangered,11500,9.0804,34.0905
492,Tuwuli,Ghana,Vulnerable,11400,7.0572,0.3845
493,Poqomam,Guatemala,Definitely endangered,11273,14.6455,-89.7274
494,Idu,"China, India",Definitely endangered,11101,28.6496,95.8419
495,Kari'ña (Venezuela),Venezuela (Bolivarian Republic of),Severely endangered,11000,8.4941,-64.0942
496,Machiguenga,Peru,Definitely endangered,11000,-11.8888,-72.9052
497,Piaroa (Venezuela),Venezuela (Bolivarian Republic of),Vulnerable,11000,4.5435,-66.7089
498,Tuvaluan,Tuvalu,Definitely endangered,11000,-8.5049,179.187
499,Waunana (Colombia),Colombia,Vulnerable,11000,4.2806,-77.0581
500,Noon,Senegal,Vulnerable,10925,14.8173,-16.5234
501,Sampang,Nepal,Vulnerable,10810,27.257,86.9444
502,Central Alaskan Yupik (2),United States of America,Vulnerable,10400,61.4387,-160.4882
503,Central Alaskan Yupik (Nuniak Island),United States of America,Vulnerable,10400,59.8889,-166.289
504,Bukiyip,Papua New Guinea,Vulnerable,10304,-3.4256,143.0886
505,Saparua,Indonesia,Definitely endangered,10216,-3.5757,128.6464
506,Darai,Nepal,Severely endangered,10210,27.9264,84.331
507,Bandial,Senegal,Vulnerable,10125,12.5317,-16.1553
508,Bongo,Sudan,Definitely endangered,10084,6.1405,31.7999
509,Northwestern Tarahumara,Mexico,Vulnerable,10031,27.9169,-107.0552
510,Algherese Catalan,Italy,Definitely endangered,10000,40.5638,8.3276
511,Aragonese,Spain,Definitely endangered,10000,42.2935,-0.4394
512,Baima,China,Vulnerable,10000,33.1531,103.8696
513,Bukharic,Uzbekistan,Definitely endangered,10000,39.8043,64.4224
514,Bunun,China,Vulnerable,10000,23.3624,121.1077
515,Burunge,United Republic of Tanzania,Vulnerable,10000,-4.7297,35.7769
516,Chayahuita,Peru,Definitely endangered,10000,-5.3425,-76.6955
517,Cherokee (Oklahoma),United States of America,Definitely endangered,10000,36.7544,-98.3569
518,Dalecarlian,Sweden,Definitely endangered,10000,61.2385,14.0295
519,"Huitoto (Colombia, Peru)","Colombia, Peru",Definitely endangered,10000,-3.0308,-71.8066
520,Hulaula (Israel),Israel,Severely endangered,10000,32.2128,34.9118
521,Karang,Chad,Vulnerable,10000,8.3093,15.3588
522,Karelian (Tver),Russian Federation,Definitely endangered,10000,58.1533,36.101
523,Karone,Senegal,Vulnerable,10000,12.7769,-16.7733
524,Kryz,Azerbaijan,Severely endangered,10000,41.1455,48.164
525,"Kurripako (Colombia, Venezuela)","Colombia, Venezuela (Bolivarian Republic of)",Definitely endangered,10000,2.3723,-67.5659
526,Kurtöp,Bhutan,Vulnerable,10000,27.7127,90.9667
527,Lamgang,India,Critically endangered,10000,24.2569,94.0759
528,Miqie,China,Definitely endangered,10000,26.9053,100.8506
529,Mojo,Bolivia (Plurinational State of),Definitely endangered,10000,-14.966,-65.1708
530,Muot,India,Critically endangered,10000,8.0932,93.4963
531,Naiki,India,Critically endangered,10000,19.8287,78.2281
532,Ñandeva Guarani,Brazil,Vulnerable,10000,-22.0652,-54.7558
533,Ngwaba,Nigeria,Severely endangered,10000,9.9904,12.81
534,North Frisian,Germany,Severely endangered,10000,54.7341,8.7478
535,Northern Khanty,Russian Federation,Definitely endangered,10000,63.7047,66.676
536,Nyah Kur,Thailand,Definitely endangered,10000,15.6587,101.5068
537,Nyenkha,Bhutan,Vulnerable,10000,27.4595,90.4119
538,Orang Hulu,Malaysia,Definitely endangered,10000,1.8871,103.984
539,Otoro,Sudan,Severely endangered,10000,11.1864,30.6353
540,Solon,China,Definitely endangered,10000,48.166,119.4873
541,Southern Tujia,China,Severely endangered,10000,28.258,109.9398
542,Taba,Indonesia,Vulnerable,10000,0.0659,127.4084
543,Talu,China,Vulnerable,10000,26.5623,102.8506
544,Tamazight (Tunisia),Tunisia,Severely endangered,10000,36.0313,9.8767
545,Tayal,China,Vulnerable,10000,24.5458,121.3591
546,Temein,Sudan,Severely endangered,10000,11.8377,29.4625
547,Temiar,Malaysia,Definitely endangered,10000,4.9493,101.4113
548,Trukhmen,"Russian Federation, Turkmenistan",Definitely endangered,10000,44.4886,44.5385
549,Vidunda,United Republic of Tanzania,Vulnerable,10000,-6.8664,37.304
550,Kogui,Colombia,Vulnerable,9911,10.8548,-74.0258
551,Paloor,Senegal,Vulnerable,9680,14.7801,-16.8035
552,Awakatek (Guatemala),Guatemala,Vulnerable,9613,15.3429,-91.312
553,Choctaw (Louisiana),United States of America,Vulnerable,9500,31.6822,-92.1252
554,Choctaw (Mississipi),United States of America,Vulnerable,9500,32.7713,-89.1163
555,Choctaw (Oklahoma),United States of America,Vulnerable,9500,34.1472,-94.81
556,Gawar-Bati,"Pakistan, Afghanistan",Definitely endangered,9500,35.158,71.4083
557,Taruang,"China, India, Myanmar",Vulnerable,9332,28.12,95.88
558,Khaling,Nepal,Definitely endangered,9288,27.5781,86.7163
559,Western Tarahumara,Mexico,Vulnerable,9196,27.3361,-108.5007
560,Nunavimmiutitut,Canada,Vulnerable,9105,58.1665,-68.3605
561,Woods Cree,Canada,Vulnerable,9095,55.1711,-102.9061
562,Phula (Viet Nam),Viet Nam,Definitely endangered,9046,22.7833,105.4666
563,Dol-po,Nepal,Definitely endangered,9000,29.2193,83.0676
564,Helong,Indonesia,Severely endangered,9000,-10.1905,123.5247
565,Lisela,Indonesia,Vulnerable,9000,-3.2392,127.0239
566,Motuo Menba,"China, India",Definitely endangered,9000,28.664,94.0347
567,Panamahka,Nicaragua,Vulnerable,9000,14.2856,-84.5947
568,Zuni,United States of America,Vulnerable,9000,35.082,-108.76
569,Mopán (Belize),Belize,Severely endangered,8980,16.2449,-88.8654
570,Tulishi,Sudan,Severely endangered,8628,11.5984,29.0917
571,Central Cuicatec,Mexico,Vulnerable,8621,17.8,-96.961
572,Ts'amay,Ethiopia,Definitely endangered,8621,5.4382,37.2463
573,Phalura,Pakistan,Definitely endangered,8600,35.7264,71.7434
574,Northern Popoloc,Mexico,Vulnerable,8597,18.6818,-97.658
575,Ixcatlán Mazatec,Mexico,Vulnerable,8593,18.1447,-96.4855
576,Patla-Chicontla Totonac,Mexico,Severely endangered,8590,20.1644,-97.6927
577,Toram,Chad,Severely endangered,8456,11.1581,19.6023
578,Northwestern Tlapanec,Mexico,Vulnerable,8409,17.5595,-98.9332
579,Dene,Canada,Vulnerable,8195,56.4807,-109.4127
580,Micmac (Massachusetts),United States of America,Definitely endangered,8145,42.3589,-71.0578
581,Argobba,Ethiopia,Critically endangered,8000,10.5958,39.9792
582,Austral dialects,French Polynesia (France),Definitely endangered,8000,-23.3775,-149.4909
583,Belanda Bor,Sudan,Definitely endangered,8000,6.4954,27.7404
584,Feroge,Sudan,Vulnerable,8000,8.5049,25.7189
585,Hachijō,Japan,Definitely endangered,8000,33.11,139.7891
586,Inga,Colombia,Severely endangered,8000,1.1658,-77.0011
587,Kanga,Sudan,Severely endangered,8000,10.844,29.4708
588,Lajia,China,Definitely endangered,8000,23.7439,110.0526
589,Lakha,Bhutan,Definitely endangered,8000,27.5898,90.3735
590,Mbya Guarani (Paraguay),Paraguay,Definitely endangered,8000,-26.5099,-55.2832
591,Mundurukú,Brazil,Vulnerable,8000,-8.1027,-57.3486
592,Ojibwe,United States of America,Severely endangered,8000,46.0706,-93.6677
593,Quichua (Salasaca),Ecuador,Definitely endangered,8000,-1.3511,-78.6511
594,Rongpo,India,Vulnerable,8000,30.7229,79.7387
595,Sanyi,China,Severely endangered,8000,24.9262,102.5134
596,Temuan,Malaysia,Severely endangered,8000,3.3709,101.984
597,Tingal,Sudan,Definitely endangered,8000,12.238,31.1215
598,Wampis,Peru,Vulnerable,8000,-3.4476,-77.7941
599,Wunai Bunu,China,Definitely endangered,8000,24.4146,107.8378
600,Yanesha,Peru,Severely endangered,8000,-10.3743,-75.2343
601,Mam (Mexico),Mexico,Severely endangered,7977,17.3661,-93.5334
602,Pana,Burkina Faso,Definitely endangered,7800,13.165,-3.4277
603,Macushi (Guyana),Guyana,Vulnerable,7750,3.6888,-59.4799
604,Chukchi,Russian Federation,Severely endangered,7742,67.6248,176.1767
605,Cabécar,Costa Rica,Vulnerable,7622,9.9012,-83.6844
606,Awa Cuaiquer,Colombia,Critically endangered,7500,1.4939,-78.5742
607,Lishana Deni (Israel),Israel,Severely endangered,7500,31.7748,35.1013
608,Central Pame,Mexico,Vulnerable,7399,21.9208,-99.3741
609,Puinave,"Colombia, Venezuela (Bolivarian Republic of)",Definitely endangered,7377,4.434,-68.1591
610,Mebengokre,Brazil,Vulnerable,7266,-6.5569,-52.4707
611,Tunebo,"Colombia, Venezuela (Bolivarian Republic of)",Definitely endangered,7231,6.4463,-72.0483
612,Quechua of Peruvian Amazonia,Peru,Vulnerable,7200,-2.3723,-74.1137
613,Asur,India,Definitely endangered,7000,22.4719,84.9023
614,Bashkardi,Iran (Islamic Republic of),Definitely endangered,7000,28.5169,57.7551
615,Burji,Kenya,Vulnerable,7000,2.1857,37.9248
616,Choyi,China,Definitely endangered,7000,30.8519,99.6659
617,Gazi,Iran (Islamic Republic of),Definitely endangered,7000,32.8036,51.6211
618,Guichong,China,Vulnerable,7000,30.8148,101.7021
619,Karagash,Russian Federation,Definitely endangered,7000,47.2643,47.2412
620,Natanzi,Iran (Islamic Republic of),Severely endangered,7000,33.452,51.3006
621,Nayini,Iran (Islamic Republic of),Severely endangered,7000,32.8519,53.1573
622,Parya,"Uzbekistan, Tajikistan, Afghanistan",Severely endangered,7000,38.5094,68.0932
623,Segeju,United Republic of Tanzania,Severely endangered,7000,-4.8173,39.0783
624,Sivandi,Iran (Islamic Republic of),Definitely endangered,7000,29.9168,51.5945
625,Soi,Iran (Islamic Republic of),Definitely endangered,7000,31.6533,55.6787
626,Tucano (Brazil),Brazil,Vulnerable,7000,0.1757,-67.2363
627,Wapishana (Guyana),Guyana,Vulnerable,7000,2.3065,-59.6997
628,Yulu,"Central African Republic, Democratic Republic of the Congo, Sudan",Vulnerable,7000,8.3854,24.1754
629,Zhaba,China,Vulnerable,7000,31.4,100.4734
630,Sakapultek,Guatemala,Definitely endangered,6973,14.9752,-91.0527
631,Chara,Ethiopia,Vulnerable,6932,6.479,36.3647
632,Kosraean,"Micronesia (Federated States of), Nauru",Severely endangered,6900,5.322,162.9904
633,Waunana (Panama),Panama,Severely endangered,6882,8.2984,-78.1018
634,San Francisco del Mar Huave,Mexico,Critically endangered,6874,16.3333,-94.5166
635,Northern East Cree,Canada,Vulnerable,6870,53.6916,-78.8011
636,Micmac (Canada),Canada,Vulnerable,6850,45.9646,-60.6172
637,Northern Tepehuán,Mexico,Definitely endangered,6802,26.4258,-107.2683
638,Miju,"China, India",Vulnerable,6700,28.1155,96.2896
639,Rio Grande Keresan,United States of America,Definitely endangered,6685,35.5147,-106.3655
640,Western Mazatec,Mexico,Vulnerable,6639,18.1351,-96.9057
641,Bussa,Ethiopia,Vulnerable,6624,5.7225,37.1406
642,Beli,Sudan,Definitely endangered,6600,6.4736,29.2675
643,Chesu,China,Definitely endangered,6600,24.4211,102.0459
644,Thuri,Sudan,Vulnerable,6600,8.4397,25.4333
645,Karata,Russian Federation,Definitely endangered,6574,42.5874,46.3348
646,Saulteau,Canada,Vulnerable,6558,50.5573,-98.6562
647,Kumāle,Nepal,Severely endangered,6533,27.788,84.548
648,Lower Northwestern Otomí,Mexico,Vulnerable,6509,20.1865,-100.1469
649,Dimme,Ethiopia,Vulnerable,6501,5.9548,36.2988
650,Chiquitano (Bolivia),Bolivia (Plurinational State of),Definitely endangered,6500,-16.5835,-61.6113
651,Tumtum,Sudan,Severely endangered,6500,10.477,30.4321
652,Bezhta,Russian Federation,Definitely endangered,6461,42.1369,46.1508
653,Thakali,Nepal,Vulnerable,6441,28.7146,83.6478
654,Dongotono,Sudan,Vulnerable,6219,4.965,35.321
655,Mawé,Brazil,Vulnerable,6219,-3.8642,-56.7773
656,Shor,Russian Federation,Severely endangered,6210,53.0544,87.7478
657,Central Tlapanec,Mexico,Vulnerable,6191,17.2624,-98.7482
658,Oji-Cree,Canada,Vulnerable,6110,53.8141,-94.8977
659,Keiga,Sudan,Severely endangered,6072,11.3184,29.696
660,Ampibabo Lauje,Indonesia,Vulnerable,6000,0.3295,120.1904
661,Cashinahua (Brazil),Brazil,Vulnerable,6000,-9.2603,-71.5304
662,Geji cluster,Nigeria,Severely endangered,6000,10.196,9.5581
663,Mbya Guarani (Brazil),Brazil,Vulnerable,6000,-30.1451,-50.625
664,Moklen,"Myanmar, Thailand",Definitely endangered,6000,8.1953,98.3036
665,Nauruan,Nauru,Severely endangered,6000,-0.53,166.9221
666,Nheengatu / Yeral (Brazil),Brazil,Severely endangered,6000,-0.4833,-67.0166
667,Parachi,Afghanistan,Definitely endangered,6000,34.4658,68.637
668,Quechua of San Martín,Peru,Severely endangered,6000,-6.5336,-76.4428
669,Sawkna,Libyan Arab Jamahiriya,Critically endangered,6000,27.252,17.7539
670,Sulung,"China, India",Definitely endangered,6000,27.839,92.8784
